origin,destination,passengers
275,76,33
175,203,33
2,144,109094
88,66,33
231,327,33
180,102,142
346,168,83
1,91,278178
81,2,96445
277,336,82
117,310,35
237,56,35
143,339,35
156,200,35
284,327,35
33,57,78578
125,99,35
3,141,35
11,180,754
102,180,128
189,199,36
187,175,72
3,147,63606
270,209,36
321,56,36
135,122,36
132,139,36
103,311,36
3,64,109890
163,168,37
76,159,37
135,93,83
45,249,37
349,117,37
268,240,37
270,268,37
284,175,37
7,170,57816
249,262,69
12,343,11704
180,11,725
238,66,38
5,203,38
119,255,38
24,236,38
265,113,38
363,250,38
20,363,38
224,100,38
213,139,85
3,275,14744
186,18,78
274,125,38
147,93,38
193,104,38
339,175,38
3,238,38
249,279,38
2,192,45243
257,264,38
136,4,9767
179,153,39
236,274,39
226,307,39
85,331,39
121,192,39
319,60,39
250,284,39
85,90,83
187,92,142
10,198,13527
313,288,39
284,375,39
135,56,39
59,154,84
201,176,39
66,236,88
250,372,40
224,185,40
156,339,40
236,104,40
160,93,89
1,187,85248
199,93,40
331,113,40
295,100,40
360,92,40
87,260,133
147,37,40
330,397,40
86,331,88
93,125,41
375,319,41
91,284,41
162,56,41
213,321,41
174,132,96
238,185,84
252,3,28089
105,223,41
110,144,41
310,375,41
170,146,41
12,205,34511
90,159,41
139,45,206
123,280,41
260,297,41
12,110,119221
67,397,41
120,56,41
100,11,41269
113,56,41
119,92,138
310,60,42
175,387,136
343,129,42
284,184,42
284,311,42
10,128,59180
154,240,42
325,336,42
1,105,164190
241,258,42
316,92,42
231,311,42
216,56,42
249,297,65
126,4,35762
3,171,42
57,158,42
168,119,112
147,146,293
225,153,43
33,186,2245
33,265,3303
192,3,3526
208,1,26017
113,111,43
160,138,43
147,185,89
95,105,43
154,297,43
1,325,21024
94,154,43
74,249,43
53,165,43
95,311,91
236,66,44
345,61,44
128,215,234
76,162,104
168,3,61158
148,112,88
301,93,44
269,110,44
300,279,44
121,104,44
1,208,26179
79,90,44
236,125,44
147,88,44
100,147,44
87,165,44
223,327,88
113,147,44
1,269,90
99,48,87
3,103,98162
135,168,44
1,345,175
110,175,44
123,92,385
3,138,49719
3,236,44
124,199,90
114,167,174
249,258,95
33,113,1712
189,295,45
23,186,313
186,86,45
153,112,91
112,153,45
90,216,45
250,184,45
7,124,173270
150,336,45
208,92,92
134,34,331
193,93,45
117,346,45
224,125,45
175,311,45
3,121,73792
135,45,45
236,185,94
174,311,45
23,189,94
120,104,45
186,252,45
3,117,81923
273,56,45
125,113,45
110,92,319
117,92,218
11,100,41191
113,3,92338
254,397,45
277,311,45
142,92,93
88,154,45
132,340,46
120,135,192
153,148,93
275,320,46
330,105,46
105,300,46
112,179,46
264,270,95
10,215,46392
2,110,107063
123,163,46
128,10,58125
209,240,46
148,288,46
95,12,56933
209,260,46
20,397,46
3,310,12042
3,123,59605
123,3,60688
1,143,98162
129,1,39122
129,154,46
147,14,15494
88,168,46
201,92,46
168,163,47
216,113,47
24,274,47
176,187,47
301,124,47
48,259,47
216,48,47
380,144,47
238,236,47
326,255,47
37,236,47
304,264,47
284,250,47
179,112,47
160,100,47
1,176,108313
225,280,47
187,1,84948
113,160,47
79,274,47
203,176,47
273,45,47
107,179,95
156,327,47
23,301,96
33,252,47
117,336,47
69,175,47
85,76,47
120,34,100
168,0,43385
66,3,111576
125,163,47
104,119,47
95,1,88665
167,59,47
1,128,71056
160,238,48
165,288,48
122,147,48
209,154,48
162,76,48
288,95,48
265,138,48
33,238,48
1,311,11947
187,59,48
218,12,203
313,153,48
158,321,48
132,174,172
3,119,108357
179,12,65417
165,153,106
262,280,48
3,159,55992
165,297,80
67,218,48
192,185,48
205,12,45657
213,56,48
90,172,48
105,397,48
170,7,58540
105,304,48
95,163,48
171,93,48
221,92,48
126,10,84474
80,179,48
62,147,48
136,363,48
132,250,48
120,66,48
12,120,31996
125,146,48
119,311,182
2,193,42839
120,113,48
3,288,48
168,311,48
120,25,48
118,3,81359
3,107,910
142,311,48
12,187,48
142,397,48
167,311,48
215,92,97
215,311,48
215,150,48
118,247,49
371,20,140
59,208,274
237,158,49
146,56,49
50,190,154
301,104,49
168,56,49
160,236,49
61,277,49
236,23,3635
175,92,111
139,163,49
163,76,49
229,188,49
27,147,109
97,128,49
192,104,49
95,25,98
10,126,83778
132,311,49
113,76,49
105,268,49
120,3,27711
103,92,98
11,76,33675
10,371,49
123,397,49
174,397,49
186,56,49
32,172,49
69,327,49
79,146,49
119,175,49
215,1,15072
92,397,98
172,238,50
115,138,50
175,187,101
225,95,50
199,104,50
150,325,50
332,62,50
115,274,50
203,8,25718
70,163,50
306,46,50
2,105,157281
223,249,50
2,153,85892
7,169,66099
169,7,65741
254,311,50
105,270,50
259,100,50
80,430,50
144,430,50
120,2,88082
81,92,50
216,163,50
132,258,50
100,99,50
119,327,50
3,225,50
57,146,50
167,175,50
95,397,50
142,175,100
59,34,91984
3,118,82842
150,3,38049
3,94,2995
297,2,29014
205,154,53
212,8,60981
3,249,12667
61,126,31
203,20,52758
235,3,28959
3,235,28627
113,7,119850
59,67,221
20,128,42854
8,110,16905
99,80,130
4,175,3840
4,156,17
175,2,57115
174,67,63
2,77,296002
156,129,54
7,145,23942
50,2,179281
128,77,57
3,143,4067
175,3,70
64,67,161
2,97,157377
97,2,158750
77,18,80
33,88,26047
192,165,5
218,2,90023
119,7,43496
103,4,25017
260,210,10
94,23,926
264,2,49345
87,21,43076
118,7,43617
93,3,66916
23,111,40623
69,269,18
2,88,91919
105,2,153877
171,165,84
27,21,224942
162,7,648
269,44,21
198,2,44633
35,215,55
25,175,22
228,225,23
165,93,25
7,295,28589
172,265,26
7,139,6434
67,21,50836
120,33,15924
102,119,29
208,105,30
228,262,30
228,218,30
49,190,31
120,62,76
256,21,553
228,67,31
2,270,47043
235,147,32
260,165,33
121,3,72984
179,104,89
167,2,45111
179,280,34
23,94,1077
118,145,36
7,236,65560
2,112,95255
21,2,393136
23,121,11770
7,81,59638
221,218,98
288,2,30076
7,193,27997
7,166,76554
21,118,56924
21,73,21767
88,64,40
7,162,737
21,87,43861
174,165,40
176,144,41
67,209,41
7,179,25994
169,2,22625
80,172,41
21,67,52276
279,2,37584
209,279,42
146,95,42
2,82,129031
72,21,40934
2,122,62232
238,7,69373
295,7,26940
238,93,43
187,129,43
3,241,22416
4,215,12948
203,67,43
203,218,43
170,33,1861
241,3,21240
171,7,51839
145,21,52137
88,2,92010
140,77,44
185,67,44
2,264,46083
228,141,45
7,228,22860
170,186,45
161,144,45
7,147,32051
187,297,45
161,279,45
32,7,216828
80,99,89
2,94,116525
161,218,45
80,33,45
118,2,4352
92,161,46
236,7,65687
164,125,113
7,113,120858
120,50,46
114,8,71663
7,159,27875
145,64,46
7,118,44226
187,268,46
81,21,34777
170,119,47
2,167,43531
7,238,69250
33,135,48
2,118,5304
3,258,27007
122,7,70352
7,164,82439
21,107,19097
61,56,114
259,65,50
7,121,67512
257,297,50
2,81,99508
309,110,51
21,96,81256
107,21,19573
182,92,260
97,215,52
192,103,52
300,2,26622
21,166,16931
13,124,11778
121,2,55562
2,38,125644
113,21,589
42,241,111
93,21,49939
259,37,53
208,218,107
87,2,144568
265,88,53
123,7,51089
139,7,7172
87,13,4082
80,4,30250
10,157,6900
260,179,54
190,185,54
141,87,129
92,187,54
153,165,115
2,205,57373
228,165,54
122,2,61511
7,12,254074
2,76,80239
190,104,55
25,209,55
256,125,55
2,176,50137
117,8,19490
138,265,56
21,256,641
166,21,16041
163,7,34422
110,212,56
175,182,57
57,199,57
112,95,121
232,172,57
161,67,119
7,153,42058
175,240,57
125,2,53582
145,45,57
256,236,58
64,124,58
121,7,66736
128,97,58
96,21,78955
74,21,40007
74,186,58
2,169,23366
7,60,86254
20,158,118
236,21,323
42,123,59
135,7,81072
23,73,62758
205,2,70754
186,7,104000
7,171,51429
156,221,59
7,163,34820
7,123,49022
62,236,59
7,42,145627
174,297,122
60,7,86154
189,301,60
301,7,27178
163,119,60
235,163,60
111,186,60
210,264,60
193,7,27988
111,24,173557
164,7,83145
208,297,124
265,37,60
2,87,146144
82,218,91
179,125,60
99,7,65630
146,225,60
147,165,60
87,236,207
87,64,103
143,129,60
23,72,32602
184,3,12193
162,2,8520
156,25,60
4,103,25243
185,93,61
105,241,185
189,7,79009
125,100,203
46,172,61
165,171,61
85,48,209
171,12,39425
107,7,44921
7,87,106350
85,159,61
121,23,10573
32,2,226211
159,7,28192
185,95,61
102,185,61
129,203,61
176,2,53831
2,121,56562
2,162,9251
8,117,20435
119,8,20938
176,175,110
161,175,237
7,189,78014
269,208,62
270,2,49885
21,90,55936
123,297,134
7,122,70758
8,176,3265
171,125,62
126,5,4123
153,7,42324
94,64,62
141,218,62
132,262,62
125,264,136
2,73,26067
80,262,63
37,256,63
138,21,139
145,118,63
126,61,63
103,297,63
113,104,372
60,2,151615
21,145,53930
159,125,63
135,2,56854
82,138,63
53,56,70
21,103,16412
147,218,63
212,218,63
145,125,63
8,60,166585
156,218,128
2,297,20830
45,146,64
102,236,64
73,21,20534
85,64,64
7,186,102431
7,99,66200
64,188,64
111,7,66009
21,180,1728
180,21,1951
3,87,25458
137,4,11394
23,171,64
73,2,24806
186,102,65
238,21,65
21,186,137
124,238,65
21,189,65
161,59,65
25,205,65
112,166,65
111,64,65
179,270,65
100,163,65
27,280,65
82,2,126343
87,264,214
146,262,65
82,236,65
94,2,114347
2,107,48984
107,2,47593
129,212,65
87,3,25721
4,137,11847
124,165,65
76,2,78188
93,270,65
3,69,44166
4,80,31591
57,214,136
109,0,147097
175,0,8
203,161,22
4,203,23
14,254,20748
20,379,10726
14,322,20537
379,20,10557
20,203,51499
322,14,20264
277,20,26059
20,200,34595
254,14,20433
92,175,205
0,168,43387
20,198,57
168,166,58
18,96,43417
146,28,123
188,28,63
103,135,63
28,229,64
213,119,66
96,18,43789
265,11,17835
20,345,13985
85,96,62
141,41,107
1,312,21581
32,88,21
3,190,25441
203,1,25232
38,61,73531
142,10,14899
175,40,986
175,4,3226
156,10,60
55,142,36
175,12,48
99,20,131
86,2,36803
83,3,55450
97,3,10777
18,150,1
48,103,2
55,250,2
88,184,2
221,88,2
83,82,2
1,397,6608
156,32,3
93,219,3
344,61,5
42,219,5
176,27,5
88,219,5
86,14,6
1,310,11089
93,32,8
176,83,8
332,361,3312
306,18,24012
175,161,1235
277,1,12088
373,14,11400
1,140,82545
1,277,12487
3,383,10859
344,10,13548
312,1,23071
310,3,12421
220,4,12498
160,33,17888
168,1,28650
20,381,9757
361,12,6200
6,109,14924
3,321,20149
20,250,11765
342,3,15216
250,20,12646
381,20,10052
321,3,20798
1,129,41783
1,203,24606
18,147,10939
219,250,33
4,220,13632
1,175,87719
182,311,75
142,1,31025
14,373,11206
3,342,15530
93,18,32721
109,26,21547
109,57,109
33,160,18531
10,220,39024
190,3,25455
161,154,40
319,1,13792
12,332,12822
310,1,10833
123,1,43435
137,156,42
12,176,10797
167,1,32299
383,3,10590
272,92,107
215,10,47474
126,175,175
1,198,16200
11,103,853
10,167,41086
198,1,15839
18,306,23597
1,114,127029
1,167,33161
215,4,13237
126,1,58570
277,156,48
1,168,28474
161,268,48
1,174,43251
1,95,91219
83,12,17391
11,186,16668
174,1,42226
187,161,51
4,187,51
161,12,23480
1,88,69537
12,161,24102
76,11,33438
11,132,53
142,126,109
109,50,54
60,12,65561
70,336,55
221,175,56
128,142,122
67,163,57
70,311,129
219,311,119
177,1,22403
184,92,59
1,319,14351
175,83,59
33,233,60
138,3,46213
77,10,40065
80,20,38676
86,1,50269
67,88,61
81,12,46938
1,51,194482
186,11,19186
78,203,62
110,1,60009
3,214,2108
1,99,111457
132,1,73988
1,142,31421
128,345,64
56,375,64
64,92,64
284,143,65
142,61,167
20,284,65
20,311,65
214,3,1742
35,128,66
219,150,66
12,88,43828
3,345,66
167,4,20886
62,120,67
156,175,139
219,4,8730
126,184,67
12,60,66136
120,175,67
135,120,68
231,137,68
11,124,24043
32,92,211
72,3,48207
1,135,68
69,3,47665
315,150,132
14,315,69
1,123,44193
3,125,25957
88,12,42927
62,311,139
120,1,40147
132,213,70
176,311,70
119,375,70
39,345,70
20,126,44521
120,105,70
32,175,70
88,1,69162
1,86,52253
157,10,9415
260,12,21747
121,27,63
14,326,19040
64,48,3844
74,62,1
21,62,60270
82,23,24321
32,44,42664
146,12,81
96,27,1679
71,8,94775
176,3,17778
86,67,77
7,92,859
226,18,1
2,21,399341
150,176,2
60,156,2
92,162,2
176,120,2
124,37,79
87,27,84296
27,81,14557
50,74,907
70,176,3
124,16,4
60,175,4
117,145,4
137,103,5
12,272,4929
62,87,7
103,176,7
27,150,8
156,120,8
120,150,9
59,88,9
70,156,9
162,119,10
48,12,87759
94,107,84
2,240,62349
36,94,142
150,17,454
21,190,11875
124,21,37884
11,265,17398
135,21,13820
25,74,16
137,22,622
50,61,17
193,87,153
8,212,55758
21,135,13397
241,2,45311
162,17,6590
243,7,596
140,22,3037
112,21,16240
214,2,749
326,14,19420
193,21,10350
17,214,692
13,162,5128
122,23,21310
268,2,46914
65,21,51275
76,7,83058
17,162,6146
7,243,645
21,112,14213
169,107,26
162,13,4957
157,126,27
214,17,453
15,21,446356
103,42,28
23,103,28
272,44,29
190,21,13699
132,12,30
3,243,711
21,185,32
82,21,44078
213,3,32623
7,76,82542
249,2,25915
103,262,83
21,232,13742
17,150,664
3,106,8372
120,45,35
22,137,745
193,107,36
82,72,36
135,3,30231
27,113,6738
137,10,6179
243,3,661
125,297,36
91,1,274246
2,249,27274
73,288,37
13,214,1035
214,13,859
170,23,4723
232,21,12349
105,12,44193
120,21,57027
10,142,15247
21,154,108
90,21,50319
240,218,40
11,109,36212
46,37,11190
168,95,41
23,88,28565
214,11,10122
118,264,41
103,123,114
228,7,23818
42,34,79882
92,2,163187
62,103,44
120,76,44
176,80,44
103,32,190
112,88,45
2,241,44765
136,31,466
7,194,841
76,12,21902
1,193,45
304,2,24344
255,3,33034
2,262,55103
198,10,14906
163,165,46
88,304,46
94,21,26606
122,49,47
7,172,90776
179,2,64336
12,171,39706
87,12,73225
25,123,636
121,297,47
59,56,224
268,25,242
189,93,110
144,240,48
50,301,48
171,185,48
160,3,32633
69,268,123
3,71,21794
35,157,109
83,212,49
119,113,49
109,11,32342
111,118,50
2,179,63147
120,288,50
106,38,22903
95,64,50
169,297,50
87,17,12891
185,121,51
7,259,29262
3,135,29975
136,371,51
69,218,123
17,94,2858
21,100,13452
76,23,20182
109,3,25117
157,240,52
3,97,10876
198,4,53
71,345,53
215,198,53
15,80,2715
150,20,7380
120,268,54
176,240,54
93,240,54
280,2,37427
85,21,54712
21,124,39595
179,129,55
4,142,3573
104,304,55
73,264,128
99,8,39796
118,280,55
21,65,53065
214,135,56
36,268,125
103,397,56
60,252,56
23,164,3539
17,87,12927
49,110,56
185,7,57328
168,99,57
135,304,133
174,99,57
125,304,57
88,297,57
94,17,2656
91,99,57
82,367,57
8,168,57
54,21,96206
259,7,29885
3,160,33344
99,103,58
100,41,58
119,2,59760
96,258,58
2,198,43910
118,240,58
73,166,59
187,8,28979
168,103,59
32,213,59
10,137,6412
109,2,57014
99,15,916
140,156,60
167,22,14327
193,165,60
200,175,60
153,100,60
121,264,60
23,81,60
2,35,205659
54,12,26124
125,93,261
184,175,61
95,103,61
74,169,61
3,255,31166
103,62,238
73,185,61
100,21,14087
126,38,61
138,93,130
7,95,71457
76,240,61
200,3,932
80,129,62
88,53,62
177,212,62
23,135,62
76,80,62
117,2,47449
124,3,6051
20,223,62
12,93,22272
2,214,1031
12,64,21768
48,154,62
109,52,419
8,187,28219
103,81,63
111,33,150
175,8,41027
9,219,11876
124,11,24781
62,158,63
2,119,61249
110,20,63
9,198,63
3,315,63
37,264,63
53,1,67224
256,64,134
21,64,66150
270,25,133
157,198,291
190,125,64
31,136,518
95,88,132
122,14,64
1,137,95387
74,32,64
122,12,64
59,119,64
45,270,64
33,117,64
54,41,40639
167,240,209
3,109,25654
2,114,58553
189,74,65
34,279,65
94,88,11598
107,100,65
57,72,65
140,92,65
121,95,65
174,81,65
104,95,65
82,113,65
3,73,64274
14,135,65
103,21,15777
256,189,66
221,8,46741
169,141,66
174,150,66
27,123,66
46,163,66
94,7,96836
90,7,103013
14,122,216
177,8,52561
95,125,66
200,92,66
3,124,5933
54,3,177705
54,74,3156
106,221,66
54,117,66
123,288,67
32,99,67
122,104,67
35,22,606514
42,25,105067
14,231,67
121,240,67
74,264,137
20,268,138
218,25,140
132,229,68
3,213,31933
93,72,68
107,268,68
69,260,68
118,88,68
33,109,8667
1,215,16270
80,66,648
82,187,68
33,218,68
7,93,138768
193,94,142
80,105,69
163,32,69
69,270,69
7,94,95771
159,100,69
50,229,139
54,252,69
258,2,27440
73,3,67502
23,163,69
13,100,23028
192,240,69
166,218,69
143,240,69
82,92,141
37,268,69
104,218,69
198,270,69
15,2,617425
198,279,148
119,32,70
201,117,70
86,64,70
120,262,70
118,21,56088
117,80,70
132,42,70
150,42,70
93,103,70
103,59,70
100,304,70
62,41,146
45,264,70
46,36,4602
64,36,5310
120,92,70
104,264,144
82,311,142
61,119,70
171,112,71
170,190,71
189,166,71
170,37,71
107,73,71
81,95,71
192,288,71
125,41,71
159,135,71
156,9,23260
82,41,71
7,90,101968
64,146,71
107,66,71
36,73,71
107,218,145
70,279,71
93,13,71
107,113,71
48,117,71
93,264,71
12,147,71
174,2,31771
122,240,71
14,110,71
104,297,71
137,240,71
49,122,72
186,85,72
166,301,72
256,73,72
198,177,72
82,7,110157
87,88,72
186,104,220
156,311,72
219,9,12296
32,100,72
180,100,107
107,104,72
176,110,72
48,255,72
49,169,72
137,1,96824
15,135,885
81,48,72
109,7,105853
100,80,72
100,13,22851
14,90,72
176,25,72
189,165,72
76,169,72
67,125,72
176,154,72
74,218,72
69,163,72
91,270,72
198,67,72
157,110,72
61,146,72
198,114,147
337,32,73
249,3,13101
90,48,73
3,229,29331
21,170,13963
180,141,73
144,103,73
180,93,73
27,165,73
23,147,12742
62,99,73
7,249,73
12,337,73
42,12,81236
85,7,107402
100,288,73
9,183,73
2,117,48150
66,72,3344
95,37,73
103,175,73
103,48,73
141,23,73
12,74,29075
67,93,73
74,2,83659
44,258,73
143,279,73
44,41,73
37,154,73
177,264,73
137,91,74
31,142,74
168,32,74
250,150,74
60,119,74
62,185,74
60,327,74
70,73,1330
107,165,74
180,104,74
23,76,19529
90,93,74
11,214,10331
4,208,74
7,109,98658
46,117,74
135,240,74
23,255,74
109,154,74
50,311,74
74,14,20604
83,44,240
7,134,74
1,46,257376
7,311,149
74,1,29945
7,176,74
7,175,74
124,73,118
150,311,75
172,7,91823
214,37,75
66,185,75
87,26,12441
45,120,75
87,41,75
168,120,75
2,171,55065
96,48,75
87,104,75
107,12,27852
120,12,32399
83,345,75
159,0,75
141,64,75
145,48,75
62,117,75
48,95,75
141,264,75
87,33,239
111,3,15273
119,74,75
157,59,75
12,77,59825
67,104,75
57,264,75
88,311,75
12,21,215093
20,154,75
61,168,75
56,162,76
269,59,76
49,146,76
49,185,76
103,279,76
27,190,76
123,27,76
8,269,13142
205,240,152
7,146,41431
2,92,162924
15,124,76
119,185,76
64,145,76
95,104,76
7,210,3898
7,165,35338
136,92,76
88,264,152
67,100,76
126,311,76
145,93,76
121,110,76
12,170,76
17,95,1688
44,156,76
25,64,76
54,165,76
167,264,76
8,99,38774
177,77,32
150,67,92
119,165,46
189,95,46
45,188,47
8,132,5876
110,218,55
175,110,55
176,218,57
97,157,58
124,2,33781
129,279,60
171,2,53255
163,67,142
177,2,36281
36,193,67
198,129,67
94,218,69
103,105,70
198,44,71
117,218,72
78,221,74
129,218,75
2,189,20191
2,124,35814
193,25,76
110,279,79
13,36,77746
53,16,166007
13,57,79476
13,109,10210
36,13,79495
105,16,87
40,138,90
4,79,99
170,27,4392
103,66,53
5,103,25436
48,57,14359
64,54,8762
64,26,17064
53,50,1663
170,52,2570
67,26,6963
86,115,87
27,170,4323
64,79,11455
120,26,7843
52,64,2296
66,103,102
67,41,102
103,5,24646
79,64,11509
162,0,1033
14,100,27416
0,162,1200
100,14,27346
170,26,14345
66,36,13167
26,170,14207
72,54,4070
54,72,4289
80,41,545
86,26,9381
41,80,504
80,5,63004
183,70,102
66,80,591
26,86,10133
70,183,117
57,115,8204
170,36,2510
140,9,8951
115,57,8233
36,57,14642
9,140,8756
36,170,2429
103,26,10398
3,176,15428
74,50,1057
12,108,20393
64,50,3985
50,64,4140
33,72,22627
108,12,18345
11,8,340891
41,1,123778
55,12,28029
99,71,87
140,3,46456
103,53,90
1,74,29423
12,22,217963
118,1,19098
48,10,34247
99,1,110940
73,11,106555
52,12,20054
35,3,137026
63,3,13141
12,31,100845
66,12,24279
72,11,85969
91,11,22401
11,91,20927
11,73,108457
12,35,52217
1,150,93774
136,1,97841
1,136,97616
37,12,74468
52,3,55031
46,41,129234
7,8,383171
109,44,15
17,182,612
182,17,712
7,140,1281
109,45,8082
94,25,4696
7,41,226202
57,2,111808
104,2,59047
140,7,1484
2,65,51573
17,140,1376
13,87,4257
136,25,85
106,44,87
114,59,88
87,25,231
2,7,511644
109,80,94
96,67,94
23,82,25241
46,2,182445
7,96,85517
81,77,99
2,83,121002
137,80,253
24,186,104
140,144,104
59,114,104
109,12,4848
140,240,104
7,103,72270
53,94,256
140,17,1143
15,60,7714
96,7,86804
181,2,112
61,144,113
2,43,60730
2,57,112915
88,95,116
13,8,240048
182,297,117
86,7,115785
2,50,183937
114,110,119
176,44,120
198,25,120
83,56,121
111,104,122
99,25,183
106,105,122
137,44,122
36,32,78629
77,2,307832
71,2,49526
56,105,124
137,2,47211
92,15,124
87,7,106732
7,86,115200
109,36,125
41,2,169004
43,7,121962
113,66,126
182,67,126
8,71,98765
77,60,126
2,19,376162
23,181,126
182,41,126
137,59,127
48,44,127
7,43,118465
36,164,128
77,81,128
45,8,188540
14,184,2739
14,140,4573
109,27,3688
27,109,3763
91,18,1242
14,118,10126
18,91,1185
184,14,2920
16,109,8221
109,16,7523
109,13,7994
13,43,205906
80,32,60265
29,184,1876
111,28,56667
87,28,3696
184,29,2143
50,73,3677
29,133,26672
72,32,28166
107,45,2778
34,184,85
82,26,41892
24,107,3838
27,43,5304
28,85,94633
73,50,3223
34,60,45814
44,24,75463
34,72,37658
79,41,32892
38,28,54601
43,27,5438
19,115,29722
32,43,4070
111,26,15292
64,1,67335
28,55,54723
28,79,72208
59,24,7930
28,64,67809
52,115,68377
32,31,3810
73,42,2027
29,73,2674
73,29,3078
73,32,4558
85,28,87644
107,32,34528
25,94,4863
60,26,1991
48,73,34370
110,5,43749
34,51,10533
28,43,5658
32,107,35519
32,35,29773
41,34,9407
176,34,129
85,41,894
94,32,6089
34,43,6017
26,90,13829
66,1,70451
27,96,1711
95,8,916
20,28,91507
43,65,295
74,29,45013
41,29,14886
79,26,61768
90,41,809
55,29,36113
34,94,1744
32,73,5416
28,96,31096
41,65,20251
81,5,64166
22,36,13821
43,34,5625
32,94,5684
43,32,4062
43,28,5584
41,90,837
48,5,105817
51,27,28139
37,8,42583
184,34,141
45,72,41752
86,6,67402
34,18,5149
41,76,18028
70,8,15346
70,5,57979
42,94,9315
94,42,9371
94,28,7822
76,41,17864
19,111,29642
130,0,10690
111,19,26955
73,12,55
73,111,15041
217,26,56
50,36,3329
111,73,15026
32,6,289707
6,111,102982
42,41,18873
19,108,49943
70,19,24447
108,19,47648
202,19,29648
73,24,130123
19,202,28752
6,32,287871
170,19,521
17,1,549446
26,130,37890
12,73,286
24,73,132936
41,42,19712
6,202,48160
130,6,102924
151,19,50648
130,26,40118
202,6,48400
57,149,10487
52,54,33272
157,51,46771
51,157,46383
51,128,11956
6,232,1108
371,51,8036
128,51,12585
124,149,6419
51,371,7908
232,6,1225
149,124,6278
13,21,711515
16,239,32619
239,16,33306
11,176,4546
3,40,279466
108,23,13188
106,2,35650
16,96,56239
1,118,17364
113,2,35688
108,7,47548
17,74,90880
10,60,7323
23,25,67616
2,106,38246
73,80,102
74,17,85116
13,91,5276
18,223,112
45,10,40392
82,87,114
99,2,85979
72,1,18071
65,2,51678
2,99,91256
125,73,121
23,108,12604
114,2,56647
200,1,49376
72,2,40583
48,2,170306
25,23,69378
8,21,166943
12,7,260078
1,21,195730
1,96,10315
37,4,85099
56,80,454
13,158,141
48,125,142
7,80,68637
76,8,12243
21,8,164372
113,186,146
96,124,296
8,153,147
8,76,12797
71,5,110135
158,13,149
81,8,76022
50,77,150
71,40,9897
134,27,1708
27,134,1515
101,49,49537
49,101,48904
273,94,2590
144,5,41181
128,98,6962
5,144,42425
83,183,2243
80,94,6163
183,83,2452
224,94,6874
98,40,11908
180,27,7012
84,109,10083
191,57,575
57,49,11387
211,180,2262
73,113,5575
89,266,9266
89,299,9774
163,27,8056
183,98,84083
113,27,6475
266,27,2323
89,191,23020
98,191,4863
123,25,602
89,62,10758
101,34,1401
84,85,13584
191,98,4892
62,94,4890
94,273,2598
84,19,229
89,104,12318
27,180,6989
34,100,10066
98,356,2440
299,89,10056
84,263,12432
84,67,6768
98,249,9731
53,49,14814
98,34,14438
73,70,1287
27,85,7972
147,101,25814
191,5,12436
195,19,11998
159,27,10598
211,84,28643
104,89,12302
89,160,12147
36,211,3227
216,84,4238
57,195,4079
27,160,3097
94,45,10054
249,98,9798
84,185,13432
24,72,131719
62,89,10819
67,84,6694
85,27,7569
76,94,6636
356,98,2367
89,66,9895
40,71,10372
84,191,17647
195,64,1116
180,211,2170
63,98,93
84,227,14363
27,266,2258
34,183,15106
174,84,8448
109,84,9779
27,163,7731
163,84,13703
94,80,6200
211,101,13581
89,123,24959
98,163,21829
84,88,63658
72,70,10275
84,95,11135
101,168,12159
98,168,8203
98,146,16285
98,147,10622
73,49,16073
34,101,1382
123,98,23354
266,89,8668
104,84,3649
34,98,14816
76,27,11194
192,84,12406
142,22,3188
94,62,4705
89,93,14345
73,195,12470
94,224,6819
89,185,4020
227,84,14417
22,128,3454
162,89,9414
185,89,4030
146,98,15916
159,98,15679
101,211,13987
98,201,14279
66,27,11016
98,144,1252
89,145,22166
88,84,63669
40,156,8366
93,89,14115
39,142,121
128,22,3422
139,84,21175
57,191,553
45,101,32875
42,89,7236
27,159,10508
191,101,23357
263,84,12860
101,19,573
160,89,12304
66,89,9594
163,1,11349
84,206,17342
84,86,13450
266,84,17451
84,5,3066
245,8,13615
273,101,125
84,105,9563
89,183,7912
185,84,13580
66,84,3813
123,89,25383
5,201,17793
72,100,12130
98,156,24884
84,64,7702
299,73,4291
89,224,22488
103,89,9937
165,5,14016
64,49,4152
5,200,12971
147,25,283
85,84,13345
168,101,11032
1,100,15786
156,40,8745
94,105,10064
70,101,16379
146,89,16503
142,98,16892
85,89,16412
139,89,20296
117,22,3894
84,93,12041
89,233,15103
263,89,15730
105,84,9694
84,60,12240
84,66,3594
86,73,4120
84,195,20684
1,163,11380
163,89,19439
101,147,25775
84,162,6771
89,162,9381
62,191,135
100,34,9948
101,45,32753
89,163,19178
79,101,17629
247,89,13918
40,106,10408
191,89,22956
94,76,6555
122,101,13837
98,142,16604
85,101,17948
117,89,10908
84,117,13409
139,19,9802
183,89,7945
100,72,12440
94,49,52276
89,146,16681
98,117,44203
162,84,7109
84,247,19664
156,98,24092
89,42,6995
5,165,14029
195,57,4419
52,100,13518
84,273,12229
195,84,20900
89,188,16314
84,163,13266
101,123,10567
227,101,17787
71,98,14826
371,98,3672
8,245,13724
89,122,15940
103,84,18199
89,80,3960
94,11,10321
206,84,17829
273,73,3371
64,84,7409
299,84,14761
195,89,20705
84,147,17050
89,170,12818
89,227,17609
247,84,20017
101,162,8226
84,145,27229
84,174,8171
88,100,264
45,191,142
113,73,5875
49,73,16441
100,52,13817
128,40,12230
40,128,12439
